review_text,stars,needs_reply
"I love the ability to see my to-do items synced with my Google Cal. That way I can drag my tasks to whenever I want and plan my day out. The only reason I'm giving the app 4 stars is because recurring google calendar events show up multiple times (in the same day) on the calendar view. I contacted their customer support, they responded: Sorry there is no setting for that. But I will note it down as a feature request to our product team for future consideration. It's not a setting...it's a bug",4,1
"Well I saw a lot of people using this app, and base on they're ratings they say it's good but for me It's not, the app constantly crashes if I click some buttons inside the apps, It always crashes whenever I try or need to use it, Please fix it I really want to use this :<",2,1
Love this app! I have always thought of time on a clock face and this just makes so much more sense to me than the list of things you get in Google calendar and other organisational apps. My only suggestion for improvement would be more colour customisation of the segment (events) and the option to link a segment to a checklist. I have found a way to do this but it means I need to use a URL link to redirect it to said list and that takes an extra click and is a bit fiddly to set up.,4,1
Useful app to organise tasks,5,0
"A good app in general. I would love to be able to have ""loose"" tasks, for example: practice spanish twice a week. Which should be completed at least twice every week. Also, why not allow icons to be any emoji?",4,1
Can't check of checklist items,2,1
Very easy to manage,5,0
Sends you really annoying emails saying you have zero things to do on your task list or an amount. Even after you uninstall the app it still sends you this unwanted junk. Have to reinstall and delete account.,2,1
I am a list maker and I love that I can prioritize my tasks by importance.,5,0
I can't create an account,1,1
The last update removed grid view and left us with a very odd task interface.,2,1
I'm not digging the new widget design. I don't like the time in the middle now and I hate having to touch the little icon. It was better when you could just touch the main part of the widget.,2,1
"i love this app but it reads my texts. i left one in draft and it suggested it as a Todo item. i couldn't find any way to get it to keep is ""eyes"" to itself. not about it.",2,1
cant get demo to play .its probably a great app..,3,0
"Love this planner. But whenever I use the repeat function, I cant just edit 1 event. I have to edit the rest of the events that are linked together too. Would be great if I'm able to edit jus 1 event even when im using the repeat function. Would also be great if there's a copy and paste of events function! Would make things really easier! 😊",3,0
"Big Bug, How can u miss this. When we search by name, it just searches the notes within the lists created. It does search group names, it doesn't search the list title. It searches only the notes (that are within the list) how stupid is that.",2,1
"If you want to use dark mode, you'll have to but ""premium"". I understand the need to make money off your app, but thats just scummy.",1,1
"Just learning, I'll check back later.",3,0
Awesome app. Been using it to track my sobriety. Its been 3.8 years now. Best thing 5 habits tracking for free. Plus community support of like minded ppl. Great design and quotes and notifications. This and habithub are my favourites. Cheers.,5,0
"Great to-do list app with addicting premise, but can't remove glasses customization option once they're on. Please change this! I don't want my avatar to have glasses and can't remove them since the option doesn't appear to let me do so. Will change review to 5 stars once this is fixed",4,0
